URG;Escola;Descricao;2022;2023;2024;2025;Total
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;AVAL. ENFERMAGEM;0;95;81;69;245
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;AVAL. MÉDICAS;0;64;70;64;198
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;ALUNOS VACINADOS;0;51;32;33;116
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;VACINAS APLICADAS;0;53;35;49;137
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;ENCAMINHAMENTOS;0;25;8;9;42
URG IV-CABUÇU;EMEI LEILA MARIA CÔRTES SAMPAIO;EXAMES;0;11;11;8;30
URG IV-CABUÇU;EMEI MONTE SOL;ALUNOS CADASTRADOS;102;125;131;99;457
URG IV-CABUÇU;EMEI MONTE SOL;ALUNOS ATENDIDOS;0;71;130;88;289
URG IV-CABUÇU;EMEI MONTE SOL;AVAL. PROFESSORES;0;65;130;82;277
URG IV-CABUÇU;EMEI MONTE SOL;AVAL. PSCÓLOGOS;0;62;69;77;208
URG IV-CABUÇU;EMEI MONTE SOL;AVAL. ASSIST. SOCIAIS;0;60;66;79;205
URG IV-CABUÇU;EMEI MONTE SOL;AVAL. ENFERMAGEM;0;65;71;84;220
URG IV-CABUÇU;EMEI MONTE SOL;AVAL. MÉDICAS;0;61;69;73;203
URG IV-CABUÇU;EMEI MONTE SOL;ALUNOS VACINADOS;0;26;47;48;121
URG IV-CABUÇU;EMEI MONTE SOL;VACINAS APLICADAS;0;27;70;62;159
URG IV-CABUÇU;EMEI MONTE SOL;ENCAMINHAMENTOS;0;11;16;25;52
URG IV-CABUÇU;EMEI MONTE SOL;EXAMES;0;8;25;17;50
URG IV-CABUÇU;EMEI NOVA ERA;ALUNOS CADASTRADOS;191;188;184;184;747
URG IV-CABUÇU;EMEI NOVA ERA;ALUNOS ATENDIDOS;0;104;134;97;335
URG IV-CABUÇU;EMEI NOVA ERA;AVAL. PROFESSORES;0;100;128;86;314
URG IV-CABUÇU;EMEI NOVA ERA;AVAL. PSCÓLOGOS;0;97;78;22;197
URG IV-CABUÇU;EMEI NOVA ERA;AVAL. ASSIST. SOCIAIS;0;97;86;87;270
URG IV-CABUÇU;EMEI NOVA ERA;AVAL. ENFERMAGEM;0;96;80;91;267
URG IV-CABUÇU;EMEI NOVA ERA;AVAL. MÉDICAS;0;77;61;69;207
URG IV-CABUÇU;EMEI NOVA ERA;ALUNOS VACINADOS;0;38;9;38;85
URG IV-CABUÇU;EMEI NOVA ERA;VACINAS APLICADAS;0;58;11;59;128
URG IV-CABUÇU;EMEI NOVA ERA;ENCAMINHAMENTOS;0;0;0;2;2
URG IV-CABUÇU;EMEI NOVA ERA;EXAMES;0;0;0;10;10
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ALUNOS CADASTRADOS;0;63;80;80;223
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ALUNOS ATENDIDOS;0;40;47;28;115
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;AVAL. PROFESSORES;0;27;45;24;96
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;AVAL. PSCÓLOGOS;0;30;40;0;70
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;AVAL. ASSIST. SOCIAIS;0;27;41;26;94
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;AVAL. ENFERMAGEM;0;38;44;25;107
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;AVAL. MÉDICAS;0;32;41;27;100
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ALUNOS VACINADOS;0;17;20;14;51
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;VACINAS APLICADAS;0;21;28;22;71
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;ENCAMINHAMENTOS;0;6;8;2;16
URG IV-CABUÇU;GRUPO AÇÃO COMUNITÁRIO CORAÇÃO DE MÃE;EXAMES;0;8;12;9;29
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;ALUNOS CADASTRADOS;0;52;73;76;201
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;ALUNOS ATENDIDOS;0;0;46;59;105
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;AVAL. PROFESSORES;0;0;0;32;32
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;AVAL. PSCÓLOGOS;0;0;0;0;0
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;AVAL. ASSIST. SOCIAIS;0;0;42;31;73
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;AVAL. ENFERMAGEM;0;0;39;34;73
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;AVAL. MÉDICAS;0;0;17;15;32
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;ALUNOS VACINADOS;0;0;0;7;7
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;VACINAS APLICADAS;0;0;0;12;12
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;ENCAMINHAMENTOS;0;0;2;3;5
URG IV-CABUÇU;SOCIEDADE BENEFICIENTE DE CAMPO ALEGRE SOBEM  ;EXAMES;0;0;7;8;15
URG IX-TINGUA;E M BARAO DE TINGUA;ALUNOS CADASTRADOS;409;448;407;390;1654
URG IX-TINGUA;E M BARAO DE TINGUA;ALUNOS ATENDIDOS;357;302;289;304;1252
URG IX-TINGUA;E M BARAO DE TINGUA;AVAL. PROFESSORES;311;201;267;301;1080
URG IX-TINGUA;E M BARAO DE TINGUA;AVAL. PSCÓLOGOS;338;120;132;110;700
URG IX-TINGUA;E M BARAO DE TINGUA;AVAL. ASSIST. SOCIAIS;326;269;236;272;1103
URG IX-TINGUA;E M BARAO DE TINGUA;AVAL. ENFERMAGEM;337;252;241;264;1094
URG IX-TINGUA;E M BARAO DE TINGUA;AVAL. MÉDICAS;107;19;43;24;193
URG IX-TINGUA;E M BARAO DE TINGUA;ALUNOS VACINADOS;3;10;20;14;47
URG IX-TINGUA;E M BARAO DE TINGUA;VACINAS APLICADAS;3;10;27;21;61
URG IX-TINGUA;E M BARAO DE TINGUA;ENCAMINHAMENTOS;56;2;12;14;84
URG IX-TINGUA;E M BARAO DE TINGUA;EXAMES;36;1;11;13;61
URG IX-TINGUA;E M DE JACERUBA;ALUNOS CADASTRADOS;159;168;158;153;638
URG IX-TINGUA;E M DE JACERUBA;ALUNOS ATENDIDOS;131;109;126;147;513
URG IX-TINGUA;E M DE JACERUBA;AVAL. PROFESSORES;123;105;102;146;476
URG IX-TINGUA;E M DE JACERUBA;AVAL. PSCÓLOGOS;126;81;0;46;253
URG IX-TINGUA;E M DE JACERUBA;AVAL. ASSIST. SOCIAIS;125;0;116;113;354
URG IX-TINGUA;E M DE JACERUBA;AVAL. ENFERMAGEM;126;23;116;101;366
URG IX-TINGUA;E M DE JACERUBA;AVAL. MÉDICAS;58;18;7;7;90
URG IX-TINGUA;E M DE JACERUBA;ALUNOS VACINADOS;22;0;7;19;48
URG IX-TINGUA;E M DE JACERUBA;VACINAS APLICADAS;33;0;10;28;71
URG IX-TINGUA;E M DE JACERUBA;ENCAMINHAMENTOS;16;10;6;5;37
URG IX-TINGUA;E M DE JACERUBA;EXAMES;11;8;5;3;27
URG IX-TINGUA;E M JARDIM MONTEVIDEO;ALUNOS CADASTRADOS;142;140;135;129;546
URG IX-TINGUA;E M JARDIM MONTEVIDEO;ALUNOS ATENDIDOS;91;69;53;100;313
URG IX-TINGUA;E M JARDIM MONTEVIDEO;AVAL. PROFESSORES;79;0;39;88;206
URG IX-TINGUA;E M JARDIM MONTEVIDEO;AVAL. PSCÓLOGOS;68;52;3;0;123
URG IX-TINGUA;E M JARDIM MONTEVIDEO;AVAL. ASSIST. SOCIAIS;83;15;40;73;211
URG IX-TINGUA;E M JARDIM MONTEVIDEO;AVAL. ENFERMAGEM;85;60;46;82;273
URG IX-TINGUA;E M JARDIM MONTEVIDEO;AVAL. MÉDICAS;53;8;37;42;140
URG IX-TINGUA;E M JARDIM MONTEVIDEO;ALUNOS VACINADOS;24;17;31;33;105
URG IX-TINGUA;E M JARDIM MONTEVIDEO;VACINAS APLICADAS;41;17;47;48;153
URG IX-TINGUA;E M JARDIM MONTEVIDEO;ENCAMINHAMENTOS;23;9;9;18;59
URG IX-TINGUA;E M JARDIM MONTEVIDEO;EXAMES;32;8;3;17;60
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;ALUNOS CADASTRADOS;368;350;278;258;1254
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;ALUNOS ATENDIDOS;160;169;243;227;799
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;AVAL. PROFESSORES;94;29;229;217;569
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;AVAL. PSCÓLOGOS;124;149;66;0;339
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;AVAL. ASSIST. SOCIAIS;125;146;214;167;652
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;AVAL. ENFERMAGEM;118;159;209;161;647
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;AVAL. MÉDICAS;64;35;45;63;207
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;ALUNOS VACINADOS;39;11;23;42;115
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;VACINAS APLICADAS;63;12;29;70;174
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;ENCAMINHAMENTOS;40;19;50;32;141
URG IX-TINGUA;E M PROF LUCIA VIANA CAPELLI;EXAMES;28;11;32;22;93
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;ALUNOS CADASTRADOS;337;274;275;284;1170
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;ALUNOS ATENDIDOS;269;205;222;226;922
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;AVAL. PROFESSORES;191;154;204;200;749
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;AVAL. PSCÓLOGOS;229;184;7;9;429
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;AVAL. ASSIST. SOCIAIS;229;175;195;200;799
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;AVAL. ENFERMAGEM;201;181;210;204;796
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;AVAL. MÉDICAS;110;56;77;88;331
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;ALUNOS VACINADOS;54;25;65;66;210
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;VACINAS APLICADAS;93;30;87;98;308
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;ENCAMINHAMENTOS;66;16;33;60;175
URG IX-TINGUA;E M PROF THEREZINHA DE JESUS ARAUJO HERMIDA;EXAMES;51;13;26;43;133
URG IX-TINGUA;E M VALE DO TINGUA;ALUNOS CADASTRADOS;162;195;200;214;771
URG IX-TINGUA;E M VALE DO TINGUA;ALUNOS ATENDIDOS;78;55;136;181;450
URG IX-TINGUA;E M VALE DO TINGUA;AVAL. PROFESSORES;0;0;125;178;303
URG IX-TINGUA;E M VALE DO TINGUA;AVAL. PSCÓLOGOS;42;51;125;0;218
URG IX-TINGUA;E M VALE DO TINGUA;AVAL. ASSIST. SOCIAIS;49;45;117;126;337
URG IX-TINGUA;E M VALE DO TINGUA;AVAL. ENFERMAGEM;69;0;122;131;322
URG IX-TINGUA;E M VALE DO TINGUA;AVAL. MÉDICAS;31;10;2;39;82
URG IX-TINGUA;E M VALE DO TINGUA;ALUNOS VACINADOS;18;0;0;30;48
URG IX-TINGUA;E M VALE DO TINGUA;VACINAS APLICADAS;25;0;0;51;76
URG IX-TINGUA;E M VALE DO TINGUA;ENCAMINHAMENTOS;31;5;0;27;63
URG IX-TINGUA;E M VALE DO TINGUA;EXAMES;23;4;0;20;47
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;ALUNOS CADASTRADOS;58;90;62;82;292
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;ALUNOS ATENDIDOS;42;41;29;71;183
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;AVAL. PROFESSORES;40;35;19;68;162
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;AVAL. PSCÓLOGOS;34;26;0;35;95
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;AVAL. ASSIST. SOCIAIS;40;31;19;44;134
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;AVAL. ENFERMAGEM;38;31;28;50;147
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;AVAL. MÉDICAS;38;32;27;47;144
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;ALUNOS VACINADOS;10;16;10;19;55
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;VACINAS APLICADAS;15;18;11;24;68
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;ENCAMINHAMENTOS;22;8;8;22;60
URG IX-TINGUA;EMEI TERRA DE MARAMBAIA;EXAMES;21;12;16;29;78
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;ALUNOS CADASTRADOS;0;0;80;88;168
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;ALUNOS ATENDIDOS;0;0;31;45;76
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;AVAL. PROFESSORES;0;0;21;33;54
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;AVAL. PSCÓLOGOS;0;0;4;0;4
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;AVAL. ASSIST. SOCIAIS;0;0;24;36;60
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;AVAL. ENFERMAGEM;0;0;31;45;76
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;AVAL. MÉDICAS;0;0;30;41;71
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;ALUNOS VACINADOS;0;0;8;29;37
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;VACINAS APLICADAS;0;0;16;41;57
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;ENCAMINHAMENTOS;0;0;3;11;14
URG VI-AUSTIN;CRECHE MUNICIPAL PROF.CARLOS ALBERTO HORTA AVELINO;EXAMES;0;0;4;8;12
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;ALUNOS CADASTRADOS;806;799;838;821;3264
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;ALUNOS ATENDIDOS;0;604;772;651;2027
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;AVAL. PROFESSORES;0;557;691;548;1796
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;AVAL. PSCÓLOGOS;0;510;608;133;1251
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;AVAL. ASSIST. SOCIAIS;0;539;595;512;1646
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;AVAL. ENFERMAGEM;0;554;602;553;1709
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;AVAL. MÉDICAS;0;275;399;237;911
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;ALUNOS VACINADOS;0;208;261;131;600
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;VACINAS APLICADAS;0;270;307;196;773
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;ENCAMINHAMENTOS;0;109;131;124;364
URG VI-AUSTIN;E M ALTHAIR PIMENTA DE MORAES;EXAMES;0;93;162;83;338
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;ALUNOS CADASTRADOS;290;263;284;257;1094
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;ALUNOS ATENDIDOS;0;239;268;213;720
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;AVAL. PROFESSORES;0;231;252;198;681
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;AVAL. PSCÓLOGOS;0;195;233;69;497
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;AVAL. ASSIST. SOCIAIS;0;213;222;186;621
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;AVAL. ENFERMAGEM;0;216;240;195;651
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;AVAL. MÉDICAS;0;114;155;131;400
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;ALUNOS VACINADOS;0;88;120;96;304
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;VACINAS APLICADAS;0;88;172;138;398
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;ENCAMINHAMENTOS;0;0;31;48;79
URG VI-AUSTIN;E M DR JOSE BRIGAGAO FERREIRA;EXAMES;0;1;34;35;70
URG VI-AUSTIN;E M DR ODIR ARAUJO;ALUNOS CADASTRADOS;227;213;220;222;882
URG VI-AUSTIN;E M DR ODIR ARAUJO;ALUNOS ATENDIDOS;0;191;199;182;572
URG VI-AUSTIN;E M DR ODIR ARAUJO;AVAL. PROFESSORES;0;179;172;170;521
URG VI-AUSTIN;E M DR ODIR ARAUJO;AVAL. PSCÓLOGOS;0;175;182;39;396
URG VI-AUSTIN;E M DR ODIR ARAUJO;AVAL. ASSIST. SOCIAIS;0;167;179;149;495
URG VI-AUSTIN;E M DR ODIR ARAUJO;AVAL. ENFERMAGEM;0;180;184;154;518
URG VI-AUSTIN;E M DR ODIR ARAUJO;AVAL. MÉDICAS;0;123;138;126;387
URG VI-AUSTIN;E M DR ODIR ARAUJO;ALUNOS VACINADOS;0;83;79;31;193
URG VI-AUSTIN;E M DR ODIR ARAUJO;VACINAS APLICADAS;0;89;85;41;215
URG VI-AUSTIN;E M DR ODIR ARAUJO;ENCAMINHAMENTOS;0;0;33;25;58
URG VI-AUSTIN;E M DR ODIR ARAUJO;EXAMES;0;0;41;35;76
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;ALUNOS CADASTRADOS;1349;999;1052;943;4343
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;ALUNOS ATENDIDOS;0;692;957;808;2457
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;AVAL. PROFESSORES;0;628;840;717;2185
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;AVAL. PSCÓLOGOS;0;583;677;132;1392
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;AVAL. ASSIST. SOCIAIS;0;586;687;626;1899
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;AVAL. ENFERMAGEM;0;604;610;668;1882
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;AVAL. MÉDICAS;0;182;217;176;575
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;ALUNOS VACINADOS;0;134;132;139;405
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;VACINAS APLICADAS;0;179;181;176;536
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;ENCAMINHAMENTOS;0;44;81;70;195
URG VI-AUSTIN;E M GOVERNADOR LEONEL DE MOURA BRIZOLA;EXAMES;0;41;76;56;173
URG VI-AUSTIN;E M JOSE DE ANCHIETA;ALUNOS CADASTRADOS;273;231;258;245;1007
URG VI-AUSTIN;E M JOSE DE ANCHIETA;ALUNOS ATENDIDOS;0;208;222;221;651
URG VI-AUSTIN;E M JOSE DE ANCHIETA;AVAL. PROFESSORES;0;198;214;212;624
URG VI-AUSTIN;E M JOSE DE ANCHIETA;AVAL. PSCÓLOGOS;0;188;0;93;281
URG VI-AUSTIN;E M JOSE DE ANCHIETA;AVAL. ASSIST. SOCIAIS;0;153;206;202;561
URG VI-AUSTIN;E M JOSE DE ANCHIETA;AVAL. ENFERMAGEM;0;188;178;203;569
URG VI-AUSTIN;E M JOSE DE ANCHIETA;AVAL. MÉDICAS;0;102;116;107;325
URG VI-AUSTIN;E M JOSE DE ANCHIETA;ALUNOS VACINADOS;0;81;58;40;179
URG VI-AUSTIN;E M JOSE DE ANCHIETA;VACINAS APLICADAS;0;90;63;56;209
URG VI-AUSTIN;E M JOSE DE ANCHIETA;ENCAMINHAMENTOS;0;67;6;48;121
URG VI-AUSTIN;E M JOSE DE ANCHIETA;EXAMES;0;48;33;34;115
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;ALUNOS CADASTRADOS;426;446;462;485;1819
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;ALUNOS ATENDIDOS;0;415;390;425;1230
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;AVAL. PROFESSORES;0;362;364;401;1127
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;AVAL. PSCÓLOGOS;0;400;333;96;829
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;AVAL. ASSIST. SOCIAIS;0;381;321;367;1069
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;AVAL. ENFERMAGEM;0;402;358;348;1108
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;AVAL. MÉDICAS;0;180;195;230;605
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;ALUNOS VACINADOS;0;119;147;148;414
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;VACINAS APLICADAS;0;124;194;195;513
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;ENCAMINHAMENTOS;0;97;42;103;242
URG VI-AUSTIN;E M JOSE LUIZ DA SILVA;EXAMES;0;51;41;75;167
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;ALUNOS CADASTRADOS;838;847;859;845;3389
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;ALUNOS ATENDIDOS;0;668;716;724;2108
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;AVAL. PROFESSORES;0;560;473;675;1708
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;AVAL. PSCÓLOGOS;0;586;590;52;1228
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;AVAL. ASSIST. SOCIAIS;0;581;604;600;1785
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;AVAL. ENFERMAGEM;0;597;572;630;1799
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;AVAL. MÉDICAS;0;283;242;185;710
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;ALUNOS VACINADOS;0;227;162;131;520
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;VACINAS APLICADAS;0;274;201;193;668
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;ENCAMINHAMENTOS;0;43;109;47;199
URG VI-AUSTIN;E M KERMA MOREIRA FRANCO;EXAMES;0;35;101;25;161
URG VI-AUSTIN;E M NENA RODRIGUES;ALUNOS CADASTRADOS;290;294;317;303;1204
URG VI-AUSTIN;E M NENA RODRIGUES;ALUNOS ATENDIDOS;0;254;238;293;785
URG VI-AUSTIN;E M NENA RODRIGUES;AVAL. PROFESSORES;0;244;210;257;711
URG VI-AUSTIN;E M NENA RODRIGUES;AVAL. PSCÓLOGOS;0;201;205;0;406
URG VI-AUSTIN;E M NENA RODRIGUES;AVAL. ASSIST. SOCIAIS;0;228;200;250;678
URG VI-AUSTIN;E M NENA RODRIGUES;AVAL. ENFERMAGEM;0;241;204;264;709
URG VI-AUSTIN;E M NENA RODRIGUES;AVAL. MÉDICAS;0;137;147;108;392
URG VI-AUSTIN;E M NENA RODRIGUES;ALUNOS VACINADOS;0;93;101;46;240
URG VI-AUSTIN;E M NENA RODRIGUES;VACINAS APLICADAS;0;96;117;67;280
URG VI-AUSTIN;E M NENA RODRIGUES;ENCAMINHAMENTOS;0;9;76;48;133
URG VI-AUSTIN;E M NENA RODRIGUES;EXAMES;0;18;60;39;117
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;ALUNOS CADASTRADOS;1309;1035;1020;1023;4387
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;ALUNOS ATENDIDOS;0;860;868;882;2610
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;AVAL. PROFESSORES;0;757;691;807;2255
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;AVAL. PSCÓLOGOS;0;762;716;205;1683
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;AVAL. ASSIST. SOCIAIS;0;749;709;741;2199
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;AVAL. ENFERMAGEM;0;754;687;783;2224
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;AVAL. MÉDICAS;0;323;293;323;939
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;ALUNOS VACINADOS;0;236;160;248;644
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;VACINAS APLICADAS;0;299;176;347;822
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;ENCAMINHAMENTOS;0;93;120;111;324
URG VI-AUSTIN;E M PROF ENILZA BARROS DOS SANTOS CHICONELLI;EXAMES;0;69;96;110;275
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;ALUNOS CADASTRADOS;526;535;542;502;2105
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;ALUNOS ATENDIDOS;0;436;444;356;1236
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;AVAL. PROFESSORES;0;408;323;298;1029
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;AVAL. PSCÓLOGOS;0;380;369;184;933
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;AVAL. ASSIST. SOCIAIS;0;389;371;299;1059
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;AVAL. ENFERMAGEM;0;404;400;310;1114
URG VI-AUSTIN;E M PROF FRANKLIN BOLIVAR FERNANDES;AVAL. MÉDICAS;0;261;245;117;623
